key,component,project,rule,status,resolution,severity,message,line,hash,author,effort,creation_date,update_date,jira_issue_key,start_line,end_line,start_offset,end_offset,type,organization,creation_date_timestamp,update_date_timestamp,survived_days,survived commits,effort_mins
AXdwEQ3puGcOOwSbBwZb,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,7dfed6b8cf7110bf2c98305af03dc8d2,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,544.0,544.0,41.0,44.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3puGcOOwSbBwZc,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,f5f3ca47c0ce26e8fbbb4f3834212668,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,738.0,738.0,14.0,17.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3puGcOOwSbBwZd,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,f5f3ca47c0ce26e8fbbb4f3834212668,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,738.0,738.0,53.0,56.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3puGcOOwSbBwZe,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,7dfed6b8cf7110bf2c98305af03dc8d2,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,746.0,746.0,11.0,14.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ-,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,7dfed6b8cf7110bf2c98305af03dc8d2,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1713.0,1713.0,11.0,14.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ0,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,839758497b1ba3dbf3b3a22a6f66e6bc,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1434.0,1434.0,14.0,17.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ1,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,839758497b1ba3dbf3b3a22a6f66e6bc,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1434.0,1434.0,48.0,51.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ2,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,45a1c5c08bcb5376cae847a84a09eadb,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1435.0,1435.0,9.0,12.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ3,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,45a1c5c08bcb5376cae847a84a09eadb,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1435.0,1435.0,34.0,37.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ4,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,f5f3ca47c0ce26e8fbbb4f3834212668,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1518.0,1518.0,14.0,17.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ5,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,f5f3ca47c0ce26e8fbbb4f3834212668,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1518.0,1518.0,55.0,58.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
AXdwEQ3quGcOOwSbBwZ6,apache_incubator-iotdb:jdbc/src/main/java/org/apache/iotdb/jdbc/IoTDBDatabaseMetadata.java,apache_incubator-iotdb,java:S3740,CLOSED,FIXED,MAJOR,Provide the parametrized type for this generic.,,7dfed6b8cf7110bf2c98305af03dc8d2,,5min,2021-02-05 03:38:41+01:00,2021-02-05 05:44:38+01:00,,1526.0,1526.0,11.0,14.0,CODE_SMELL,apache,1612492721,1612500278,1.0,0,5
